,horizon,mse,rmse,mae,mape,mdape,smape,coverage
47,65 days,303.56873042849884,17.423223881604084,12.52565408371355,0.20498567429294778,0.13802792093052973,0.24102697155055633,0.5866666666666667
48,66 days,307.531802934679,17.536584699840475,12.561682081779466,0.2055457343363174,0.1402602885613453,0.24153298500829842,0.5844444444444444
49,67 days,311.9190002091516,17.66122872874794,12.608169120851318,0.20604378382632282,0.14008800394649373,0.24201079114446228,0.5888888888888889
50,68 days,315.1556222001785,17.752622966766868,12.625141361137787,0.20644833849916183,0.1378255082237903,0.24220064110566325,0.5911111111111111
51,69 days,318.2729218348225,17.840205207194856,12.663443519514997,0.2071363922892426,0.1384444122753556,0.2427333157907113,0.5911111111111111
52,70 days,322.44946229421396,17.956877854855893,12.688412138431348,0.20743542685676533,0.1402602885613453,0.24308541103683418,0.5933333333333334
53,71 days,326.93413519507106,18.08132006229277,12.713401721121501,0.2076250330457784,0.1401918206107004,0.2433539387510303,0.5977777777777777
54,72 days,329.838806225807,18.161464870043027,12.744902610031616,0.2075517424980777,0.14008800394649373,0.24360755760991298,0.6022222222222222
55,73 days,335.4220066064998,18.314529931355043,12.812991728198982,0.20813126489868794,0.14045313180971955,0.24425018363571868,0.6022222222222222
56,74 days,340.7805929027073,18.460243576472855,12.891357531281747,0.20874104185426307,0.14195787346753935,0.2450017159115409,0.6022222222222222
57,75 days,346.2885934133565,18.608831059831687,12.987054650955004,0.20965233490997026,0.14280205318495026,0.24601422857955088,0.6022222222222222
58,76 days,351.44699007027464,18.746919482151586,13.053532695005977,0.2103011259030012,0.14377440820149046,0.24667437642179774,0.6
59,77 days,357.0626464992493,18.89610135713844,13.145076772724021,0.21142018663263945,0.14377440820149046,0.24782034413308995,0.5977777777777777
60,78 days,361.7951938342795,19.020914642421364,13.20747812246647,0.21208838638666855,0.14377440820149046,0.24856585160436548,0.5977777777777777
61,79 days,365.70457930164935,19.123403967433447,13.26847925190313,0.212192175984904,0.14506916800355343,0.2491992262266902,0.5911111111111111
62,80 days,370.9862608634616,19.26100363074213,13.302908620975245,0.21203051397547013,0.14535603633746114,0.2493094249632951,0.5888888888888889
63,81 days,375.92900750514514,19.388888764061367,13.355291090840945,0.21212189539627477,0.14556163173638964,0.24958157113872864,0.5866666666666667
64,82 days,380.26162566392395,19.50029809166834,13.400108142682152,0.21219003348288398,0.14535603633746114,0.24981114811736185,0.5822222222222222
65,83 days,384.74685312573075,19.61496502993902,13.441912647477546,0.2123684451992242,0.1453597093503572,0.25013881087616097,0.5777777777777777
66,84 days,388.94596537351777,19.72171304358518,13.484232834493337,0.21266626579624046,0.14468593304082855,0.25054941965406385,0.5755555555555556
67,85 days,392.36686621972325,19.808252477685237,13.492979068356167,0.21285804563249935,0.14362389869126493,0.25077420368194436,0.5733333333333334
68,86 days,396.5597027962041,19.91380683837734,13.511218035163527,0.21278541327846126,0.14468593304082855,0.25098539742928616,0.5688888888888889
69,87 days,402.2954941078257,20.057305255388265,13.533477511029439,0.2126595081550007,0.14362389869126493,0.2510507944950235,0.5666666666666667
70,88 days,408.1899019822836,20.203710104391313,13.571732932950844,0.21267775310737785,0.14183214557909718,0.2511976521231955,0.5644444444444444
71,89 days,414.898257544802,20.369051464042258,13.625583811639112,0.2131653894384454,0.14183214557909718,0.25176992594670305,0.5644444444444444
72,90 days,419.1908709965725,20.474151288797604,13.638146349105297,0.2132612664619329,0.14010264681573464,0.25184542404199345,0.5666666666666667
73,91 days,424.49413144931503,20.603255360484056,13.687294117464631,0.21363813965580053,0.13943443852673226,0.2522199823835429,0.5644444444444444
74,92 days,430.92999753412766,20.758853473497222,13.750728255828331,0.2142804723419327,0.13854581584500578,0.25293393107509443,0.5644444444444444
75,93 days,437.747428647397,20.92241450328802,13.785203070400003,0.21450933460952643,0.13791731651164119,0.25328808115077256,0.5666666666666667
76,94 days,444.97551764341654,21.094442814244147,13.807540501706175,0.21449991794139137,0.13700444230192588,0.2533811312760992,0.5688888888888889
77,95 days,452.4576224320381,21.271051277076978,13.831893266284405,0.21412978416711892,0.13700444230192588,0.2532269876141227,0.5711111111111111
